adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[53, 80, 27, 9648]",800815,en,The Pale Blue Eye,"West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.",6.4153,2022-12-22,The Pale Blue Eye,False,6.8,1932
False,"[53, 27, 9648]",29702,it,Tenebre,"A razor-wielding serial killer is on the loose, murdering those around Peter Neal, an American mystery author in Italy to promote his newest novel.",3.4784,1982-10-28,Tenebre,False,6.8,634
False,"[28, 53, 878, 12]",95,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",12.7284,1998-07-01,Armageddon,False,6.839,8152
False,"[878, 28, 14, 12]",601796,ko,외계+인 1부,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",12.3387,2022-07-20,Alienoid,False,6.838,473
False,"[35, 10749, 12]",417870,en,Girls Trip,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",8.0361,2017-07-21,Girls Trip,False,6.841,1521
False,"[18, 10749, 35]",55347,en,Beginners,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend.",3.4893,2011-06-03,Beginners,False,6.838,1063
False,"[18, 28, 36]",44249,cn,葉問前傳,"The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun.",0.4607,2010-06-24,The Legend Is Born: Ip Man,False,6.838,680
False,"[35, 10751, 14, 10749]",4523,en,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",11.9385,2007-11-20,Enchanted,False,6.838,5494
False,"[35, 18, 10749]",236,en,Muriel's Wedding,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",3.9947,1994-09-29,Muriel's Wedding,False,6.8,461
False,"[14, 12, 18, 10751, 53]",283366,en,Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,10.2552,2016-09-27,Miss Peregrine's Home for Peculiar Children,False,6.8,10145
False,"[28, 12, 18]",9433,en,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",5.6121,1997-09-06,The Edge,False,6.8,1214
False,"[35, 80]",936,en,The Pink Panther,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",4.8216,1963-12-18,The Pink Panther,False,6.8,1081
False,"[12, 14, 35, 10751]",879,en,Hook,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",10.9242,1991-04-10,Hook,False,6.837,5410
False,"[27, 53]",474350,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",12.0045,2019-09-04,It Chapter Two,False,6.8,8945
False,"[27, 53, 18]",284305,es,Musarañas,"Spain, 1950s. Montse's agoraphobia keeps her locked in a sinister apartment in Madrid and her only link to reality is the little sister she lost her youth raising. But one day, a reckless young neighbor, Carlos, falls down the stairwell and drags himself to their door. Someone has entered the shrew's nest... perhaps he'll never leave.",1.8391,2014-09-21,Shrew's Nest,False,6.836,305
False,"[28, 53]",1991,en,Death Proof,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",3.9662,2007-05-22,Death Proof,False,6.836,5289
False,"[35, 10749]",508101,en,Plus One,Longtime single friends Ben and Alice agree to be each other's respective plus one at every wedding they're invited to during a busy summer of wedding fever.,4.7807,2019-06-14,Plus One,False,6.835,370
False,"[35, 18]",65057,en,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",5.1613,2011-09-09,The Descendants,False,6.835,2861
False,"[18, 10402]",24679,en,Bird,Saxophone player Charlie ‘Bird’ Parker comes to New York in 1940 and is quickly noticed for his remarkable way of playing. He becomes a drug addict but his loving wife Chan tries to help him.,1.1792,1988-06-01,Bird,False,6.835,330
False,"[10751, 10402, 16]",15171,en,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",1.4457,1973-03-01,Charlotte's Web,False,6.8,384
False,"[80, 18, 53]",11386,en,The Crying Game,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",1.4897,1992-09-02,The Crying Game,False,6.8,775
False,"[28, 18, 80, 53]",2112,en,Payback,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",3.5336,1999-02-05,Payback,False,6.835,1871
False,"[35, 18]",582206,fr,Le Meilleur reste à venir,"Following a huge misunderstanding, two friends always decide to tackle everything to make up for lost time.",2.0005,2019-12-04,The Best Is Yet to Come,False,6.834,307
False,"[35, 80]",138832,en,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,7.723,2013-08-07,We're the Millers,False,6.834,9055
False,[18],15867,en,Interiors,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Joey, a woman crippled by indecision; and Flyn, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…",0.6085,1978-08-02,Interiors,False,6.834,359
False,"[28, 35, 80]",238713,en,Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",5.5875,2015-05-06,Spy,False,6.833,6121
False,"[80, 18, 53]",17365,en,The Parallax View,An ambitious reporter gets in trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,1.6387,1974-06-14,The Parallax View,False,6.8,326
